epoch,age_loss,age_mae,gender_accuracy,gender_loss,loss,val_age_loss,val_age_mae,val_gender_accuracy,val_gender_loss,val_loss
0,1132.7576904296875,27.598270416259766,0.573806643486023,0.8769784569740295,284.9435119628906,482.19232177734375,16.29535484313965,0.5245192050933838,0.6908053159713745,121.9375
1,511.196044921875,17.14708709716797,0.6279997825622559,0.7126407027244568,129.22140502929688,388.5769348144531,16.21221160888672,0.5389423370361328,0.6741661429405212,98.5
2,340.6295471191406,14.045666694641113,0.654518723487854,0.6448561549186707,86.44725036621094,379.8846130371094,16.18454360961914,0.5706730484962463,0.6548227071762085,96.28365325927734
3,300.700927734375,13.209269523620605,0.6845560073852539,0.6013951897621155,76.37785339355469,298.10577392578125,13.716498374938965,0.6524038314819336,0.5967172384262085,75.71875
4,273.9926452636719,12.594711303710938,0.7138581275939941,0.5641438961029053,69.6249008178711,323.1346130371094,14.417976379394531,0.6096153855323792,0.6338266134262085,82.05288696289062
5,245.43467712402344,11.854103088378906,0.7358609437942505,0.52628493309021,62.41241455078125,284.0096130371094,13.262577056884766,0.745192289352417,0.5035494565963745,72.00720977783203
6,228.23646545410156,11.382973670959473,0.7608044743537903,0.4953122138977051,58.05016326904297,230.5576934814453,12.176614761352539,0.7653846144676208,0.463623046875,58.56730651855469
7,212.84397888183594,10.963486671447754,0.7686288952827454,0.4796977639198303,54.170501708984375,204.09616088867188,11.096342086791992,0.7629807591438293,0.46632736921310425,51.956729888916016
8,192.89968872070312,10.433639526367188,0.7811794281005859,0.4620108902454376,49.14793395996094,184.88461303710938,10.47482681274414,0.7927884459495544,0.43068283796310425,47.081729888916016
9,182.8316192626953,10.143258094787598,0.7871133685112,0.45169639587402344,46.61027908325195,167.5576934814453,10.051924705505371,0.8125,0.39629656076431274,42.68029022216797
10,170.5288848876953,9.764687538146973,0.7951478362083435,0.4381377398967743,43.508995056152344,163.6923065185547,9.682211875915527,0.8153846263885498,0.3832632303237915,41.689903259277344
11,161.2178192138672,9.541014671325684,0.8032872676849365,0.4254992604255676,41.15556716918945,152.00961303710938,9.16236686706543,0.8259615302085876,0.3694223165512085,38.74279022216797
12,158.7999725341797,9.402131080627441,0.8090636730194092,0.41210734844207764,40.5247917175293,142.02883911132812,8.912020683288574,0.831250011920929,0.35757210850715637,36.222354888916016
13,152.01295471191406,9.159668922424316,0.8099039196968079,0.41020023822784424,38.823116302490234,152.8798065185547,9.203751564025879,0.8331730961799622,0.35849234461784363,38.935096740722656
14,144.3130645751953,8.932336807250977,0.8166780471801758,0.4049958884716034,36.88786697387695,157.97116088867188,9.091680526733398,0.8509615659713745,0.3487079441547394,40.1875
15,140.0764617919922,8.799036026000977,0.8223494291305542,0.3926584720611572,35.80413055419922,127.45673370361328,8.677533149719238,0.8500000238418579,0.33856672048568726,32.54086685180664
16,135.6749267578125,8.629900932312012,0.8264979124069214,0.38565921783447266,34.69003677368164,127.1875,8.796546936035156,0.8567307591438293,0.32427507638931274,32.44230651855469
17,132.5207061767578,8.525151252746582,0.8280208110809326,0.3783668279647827,33.88767623901367,109.60095977783203,7.655328750610352,0.8586538434028625,0.31300705671310425,28.024038314819336
18,124.80757904052734,8.298117637634277,0.8325368762016296,0.3702998459339142,31.9417724609375,124.74519348144531,7.999549388885498,0.862500011920929,0.3155611455440521,31.818510055541992
19,122.93611907958984,8.242154121398926,0.8305414319038391,0.37158703804016113,31.477312088012695,106.01441955566406,7.498507499694824,0.8634615540504456,0.3084810674190521,27.122596740722656
20,119.54601287841797,8.10892391204834,0.8346374034881592,0.3678833842277527,30.621366500854492,102.03845977783203,7.315258026123047,0.8600961565971375,0.3044058084487915,26.116586685180664
21,118.2012710571289,8.032143592834473,0.8366854190826416,0.3589111566543579,30.26828384399414,98.84615325927734,7.286209583282471,0.8663461804389954,0.2940298318862915,25.299278259277344
22,114.33568572998047,7.925318717956543,0.8367904424667358,0.3596447706222534,29.302614212036133,105.09134674072266,7.377395153045654,0.8596153855323792,0.30137282609939575,26.875
23,109.99885559082031,7.747537612915039,0.8455600738525391,0.34890931844711304,28.197391510009766,115.66826629638672,7.684010982513428,0.8706730604171753,0.3013446629047394,29.521635055541992
24,110.8679428100586,7.794652462005615,0.8424093127250671,0.35123106837272644,28.419042587280273,95.22595977783203,7.2661919593811035,0.870192289352417,0.29400163888931274,24.393028259277344
25,108.37737274169922,7.720668315887451,0.8442472219467163,0.34489163756370544,27.78382110595703,90.21154022216797,6.93610954284668,0.8677884340286255,0.2900390625,23.132211685180664
26,105.33349609375,7.592930316925049,0.8429869413375854,0.34712883830070496,27.02707290649414,91.36058044433594,7.071638584136963,0.8740384578704834,0.28159743547439575,23.403846740722656
27,103.54776763916016,7.498514175415039,0.8477655649185181,0.3418308198451996,26.56932830810547,84.17066955566406,6.713546276092529,0.879807710647583,0.27708083391189575,21.597354888916016
28,100.24374389648438,7.40066385269165,0.8510213494300842,0.33663979172706604,25.734325408935547,86.70913696289062,6.728081703186035,0.8788461685180664,0.2772686183452606,22.232572555541992
29,98.01323699951172,7.341507434844971,0.8501286506652832,0.33366209268569946,25.170425415039062,84.80288696289062,6.598354339599609,0.8841345906257629,0.27090218663215637,21.741586685180664
30,96.30953979492188,7.250523567199707,0.853226900100708,0.3307307958602905,24.73912239074707,118.125,7.60540246963501,0.8826923370361328,0.27708083391189575,30.085336685180664
31,95.9530029296875,7.24669075012207,0.8498660922050476,0.3320463001728058,24.65288734436035,95.16826629638672,7.227002143859863,0.8745192289352417,0.28402945399284363,24.360576629638672
32,92.93270874023438,7.126025676727295,0.8536995053291321,0.3270018994808197,23.886398315429688,78.50480651855469,6.378040313720703,0.8884615302085876,0.26947492361068726,20.168270111083984
33,92.14234924316406,7.088329792022705,0.8563251495361328,0.32145988941192627,23.678050994873047,84.91586303710938,6.5059332847595215,0.8788461685180664,0.27554085850715637,21.78125
34,92.98258209228516,7.121545791625977,0.8596334457397461,0.32095566391944885,23.887176513671875,82.27404022216797,6.593673229217529,0.8865384459495544,0.27277082204818726,21.113582611083984
35,90.5468978881836,7.0435099601745605,0.8570078015327454,0.31388241052627563,23.264324188232422,84.09134674072266,6.486051559448242,0.8831730484962463,0.26873308420181274,21.561298370361328
36,88.03204345703125,6.9129533767700195,0.8648847341537476,0.3086282014846802,22.625469207763672,76.82451629638672,6.310189247131348,0.8884615302085876,0.2635591924190521,19.733774185180664
37,84.85379791259766,6.834122657775879,0.8639395236968994,0.31034985184669495,21.83494758605957,75.49519348144531,6.248587608337402,0.8846153616905212,0.27191632986068726,19.420072555541992
38,84.5144271850586,6.803839206695557,0.8643596172332764,0.3087262511253357,21.746252059936523,77.17308044433594,6.221635341644287,0.8908653855323792,0.26144644618034363,19.81730842590332
39,85.03256225585938,6.835174083709717,0.8653573393821716,0.3089624345302582,21.876495361328125,78.72595977783203,6.301335334777832,0.8855769038200378,0.2594463527202606,20.197715759277344
40,82.4645767211914,6.730825901031494,0.8638345003128052,0.30895569920539856,21.234140396118164,74.80529022216797,6.17772102355957,0.8860576748847961,0.26262956857681274,19.227163314819336
41,82.11888885498047,6.700913429260254,0.8684555888175964,0.30206990242004395,21.13330078125,73.32451629638672,6.1727614402771,0.8836538195610046,0.2626483738422394,18.853364944458008
42,79.38255310058594,6.615492343902588,0.8685081005096436,0.29514020681381226,20.43662452697754,75.23798370361328,6.294551849365234,0.8971154093742371,0.25758713483810425,19.325721740722656
43,82.8093490600586,6.7280449867248535,0.8676154017448425,0.301559716463089,21.30442237854004,72.14423370361328,6.049170017242432,0.8865384459495544,0.25995343923568726,18.555288314819336
44,77.56099700927734,6.521135330200195,0.8686656355857849,0.29612648487091064,19.98253631591797,77.38461303710938,6.2290544509887695,0.8846153616905212,0.2598783075809479,19.865385055541992
45,77.00682830810547,6.499146938323975,0.8732342720031738,0.29103824496269226,19.834529876708984,72.50240325927734,6.142028331756592,0.8870192170143127,0.2593900263309479,18.644832611083984
46,74.59442901611328,6.384485244750977,0.8760174512863159,0.28795722126960754,19.224924087524414,80.34615325927734,6.585778713226318,0.8932692408561707,0.25860124826431274,20.602163314819336
47,73.47962188720703,6.36890172958374,0.8719739317893982,0.2915326952934265,18.952482223510742,72.04566955566406,6.053417205810547,0.8903846144676208,0.2575777471065521,18.528846740722656
48,74.63095092773438,6.40812873840332,0.8724991083145142,0.2857142984867096,19.22940444946289,75.82211303710938,6.2812299728393555,0.8879807591438293,0.25913649797439575,19.471153259277344
49,73.29376983642578,6.3583831787109375,0.874652087688446,0.29101526737213135,18.90580940246582,71.72595977783203,6.034070014953613,0.8947115540504456,0.2517935037612915,18.433895111083984
50,72.17681884765625,6.276485443115234,0.8773302435874939,0.2845775783061981,18.613162994384766,74.61298370361328,6.068400859832764,0.8903846144676208,0.25099533796310425,19.155048370361328
51,69.91667175292969,6.206512451171875,0.8793782591819763,0.2805369198322296,18.040563583374023,71.93029022216797,6.0662407875061035,0.8956730961799622,0.2559814453125,18.495792388916016
52,69.94283294677734,6.17718505859375,0.8773302435874939,0.27833375334739685,18.042537689208984,71.02163696289062,5.894169807434082,0.8913461565971375,0.24941781163215637,18.256010055541992
53,72.99178314208984,6.308877944946289,0.8781179189682007,0.27845409512519836,18.804058074951172,81.69951629638672,6.330573081970215,0.8951923251152039,0.25100472569465637,20.925479888916016
54,68.06243896484375,6.109634876251221,0.883736789226532,0.2759030759334564,17.567598342895508,71.6875,6.084090709686279,0.8951923251152039,0.2478403002023697,18.418270111083984
55,65.3674545288086,6.016748428344727,0.8851021528244019,0.2695729434490204,16.880592346191406,93.10576629638672,6.701972961425781,0.8918269276618958,0.25144606828689575,23.777645111083984
56,68.52057647705078,6.157803535461426,0.8856797814369202,0.27056607604026794,17.671615600585938,69.90625,5.894958019256592,0.8985576629638672,0.24416878819465637,17.966346740722656
57,66.28248596191406,6.070329189300537,0.8838418126106262,0.270137757062912,17.11101722717285,73.07933044433594,6.143292427062988,0.8975961804389954,0.2466665357351303,18.765024185180664
58,65.45713806152344,6.0439934730529785,0.8877803087234497,0.2649974524974823,16.8942813873291,70.4375,5.958439826965332,0.8990384340286255,0.2412954419851303,18.091947555541992
59,66.75757598876953,6.07772159576416,0.886940062046051,0.2721444368362427,17.233753204345703,69.5,5.9159650802612305,0.8975961804389954,0.24005596339702606,17.855770111083984
60,65.17315673828125,6.004437446594238,0.8910360932350159,0.2630310654640198,16.819496154785156,69.58654022216797,5.918739318847656,0.8908653855323792,0.25213152170181274,17.902042388916016
61,67.20010375976562,6.091097831726074,0.8821614384651184,0.2715257704257965,17.342660903930664,74.15625,6.045426845550537,0.8966346383094788,0.24306076765060425,19.024038314819336
62,62.15391540527344,5.873800754547119,0.8921913504600525,0.2593780755996704,16.057239532470703,70.47355651855469,5.9402852058410645,0.8975961804389954,0.2456899732351303,18.111177444458008
63,63.78641128540039,5.937448978424072,0.894291877746582,0.2585599720478058,16.463985443115234,70.37740325927734,6.011392593383789,0.8990384340286255,0.24644118547439575,18.087739944458008
64,65.15387725830078,5.988856315612793,0.8890405893325806,0.26021885871887207,16.808748245239258,70.81730651855469,5.896951675415039,0.8985576629638672,0.23768967390060425,18.1796875
65,61.431549072265625,5.834737300872803,0.8936617374420166,0.25307589769363403,15.863980293273926,68.24519348144531,5.890738487243652,0.8999999761581421,0.2388070970773697,17.5390625
66,65.99832153320312,6.0337629318237305,0.8926639556884766,0.2584037780761719,17.016435623168945,74.21875,6.082971096038818,0.8990384340286255,0.23902305960655212,19.033052444458008
67,60.30219650268555,5.76945161819458,0.8939242959022522,0.2478039562702179,15.57114315032959,74.24519348144531,6.044703960418701,0.9028846025466919,0.23649714887142181,19.033653259277344
68,60.00332260131836,5.75780725479126,0.8972851037979126,0.24398565292358398,15.488447189331055,73.4375,6.000459671020508,0.8947115540504456,0.23996207118034363,18.83894157409668
69,62.59328842163086,5.874292373657227,0.8964974284172058,0.24719761312007904,16.14281463623047,67.73798370361328,5.8218817710876465,0.9019230604171753,0.2377554029226303,17.409854888916016
70,59.28139114379883,5.724568843841553,0.8962348103523254,0.24581632018089294,15.312456130981445,71.49759674072266,5.94849157333374,0.9033653736114502,0.2373891919851303,18.350961685180664
71,56.72956466674805,5.591200351715088,0.8981252908706665,0.24627144634723663,14.675065994262695,70.03365325927734,6.055891513824463,0.9004807472229004,0.23984000086784363,17.989784240722656
72,57.888221740722656,5.649291038513184,0.8977577090263367,0.24269506335258484,14.95771598815918,70.05048370361328,5.907712936401367,0.8999999761581421,0.23931415379047394,17.991586685180664
73,56.04026412963867,5.576085567474365,0.9004358649253845,0.23940566182136536,14.489310264587402,69.22355651855469,5.89802360534668,0.9033653736114502,0.23598068952560425,17.777645111083984
74,61.617183685302734,5.86230993270874,0.8959722518920898,0.24711667001247406,15.898258209228516,71.46875,5.94345235824585,0.8995192050933838,0.240966796875,18.347354888916016
75,56.40567398071289,5.609269142150879,0.8995431661605835,0.23984934389591217,14.581742286682129,68.66826629638672,5.864266395568848,0.9043269157409668,0.23518253862857819,17.637020111083984
76,57.066219329833984,5.620773792266846,0.8996481895446777,0.23565645515918732,14.737016677856445,68.79326629638672,5.862227916717529,0.9057692289352417,0.23414963483810425,17.666465759277344
77,56.965999603271484,5.602372169494629,0.9026939272880554,0.23765771090984344,14.716805458068848,66.19470977783203,5.847255229949951,0.901442289352417,0.24001839756965637,17.029447555541992
78,57.12582015991211,5.597497940063477,0.9010134935379028,0.23501397669315338,14.751372337341309,66.95673370361328,5.856802940368652,0.9019230604171753,0.2381216138601303,17.21574592590332
79,54.157432556152344,5.487696647644043,0.9018536806106567,0.23385705053806305,14.007128715515137,69.4375,5.886941432952881,0.901442289352417,0.2345346361398697,17.828725814819336
80,53.96345138549805,5.500197410583496,0.9072625041007996,0.22614875435829163,13.943249702453613,66.58894348144531,5.754292964935303,0.9043269157409668,0.23418720066547394,17.11418342590332
81,56.620121002197266,5.596209526062012,0.9024838805198669,0.23483364284038544,14.624744415283203,69.23558044433594,5.874369144439697,0.901442289352417,0.2427133470773697,17.796875
82,53.249969482421875,5.438342571258545,0.9083652496337891,0.22893178462982178,13.770642280578613,73.54808044433594,5.9657697677612305,0.90625,0.23689152300357819,18.862979888916016
83,51.94249725341797,5.360186576843262,0.9061597585678101,0.22226811945438385,13.430042266845703,69.90384674072266,5.806482791900635,0.9028846025466919,0.23428109288215637,17.944110870361328
84,52.047176361083984,5.371496200561523,0.9089954495429993,0.21914614737033844,13.450058937072754,71.56970977783203,5.880352973937988,0.9009615182876587,0.24163348972797394,18.375600814819336
85,54.897193908691406,5.483309745788574,0.9065273404121399,0.226495623588562,14.177204132080078,70.00961303710938,5.816178321838379,0.901442289352417,0.23768028616905212,17.977764129638672
86,51.603660583496094,5.336924076080322,0.9098356366157532,0.22072814404964447,13.342711448669434,67.88461303710938,5.818360805511475,0.9024038314819336,0.23834697902202606,17.446514129638672
87,50.719417572021484,5.312493801116943,0.9082077145576477,0.22112296521663666,13.121849060058594,67.75720977783203,5.801656723022461,0.8995192050933838,0.24058181047439575,17.420072555541992
88,50.27000045776367,5.285851001739502,0.9119361639022827,0.21411579847335815,12.995824813842773,69.15625,5.781988143920898,0.9019230604171753,0.240478515625,17.769832611083984
89,52.48496627807617,5.395567893981934,0.9112009406089783,0.218855082988739,13.559006690979004,68.22595977783203,5.8179144859313965,0.8995192050933838,0.23805588483810425,17.531850814819336
